inchikey,chembl_id,drug_name,smiles,phase,n_protein_links,n_unique_genes,n_pathway_links,n_unique_pathways,n_moa_links,n_unique_moa,max_phase,n_unique_genes_log,n_unique_pathways_log,n_unique_moa_log,mechanistic_score,phase_bonus,CYP3A4_p0,CYP3A4_p1,CYP3A4_inhibition,AMES_p0,AMES_p1,AMES_mutagenic,BBB_p0,BBB_p1,BBB_penetration,hERG_p0,hERG_p1,hERG_inhibition,PAMPA_p0,PAMPA_p1,PAMPA_permeability,logS,logS_lower_bound,logS_upper_bound,Capped_logS_lower_bound,Capped_logS_upper_bound,logP,CYP2C19_p0,CYP2C19_p1,CYP2C19_inhibition,CYP2D6_p0,CYP2D6_p1,CYP2D6_inhibition,CYP1A2_p0,CYP1A2_p1,CYP1A2_inhibition,CYP2C9_p0,CYP2C9_p1,CYP2C9_inhibition,PGP_p0,PGP_p1,PGP_inhibition,admet_penalty,logS_norm,logP_norm,admet_reg_bonus,mechanistic_score_norm,overall_score,assay_top_uM,assay_series_uM
BJCJYEYYYGBROF-UHFFFAOYSA-N,CHEMBL3545413,FLUMATINIB,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,,27,1,26,13,1,1,3.0,0.6931471805599453,2.639057329615259,0.6931471805599453,1.229035716828669,0.75,0.78,0.0367,0.0,0.9,0.00806,0.0,0.0767,0.664,1,0.919,0.0159,0.0,0.0829,0.825,1.0,-0.793,-1.3,-0.287,-1.3,-0.287,5.004120000000004,0.927,0.00542,0.0,0.323,0.191,0.0,0.854,0.00648,0.0,0.472,0.113,0.0,0.151,0.218,1.0,0.3,0.900875,0.24896999999999903,0.11498449999999992,0.3768894821578224,0.33085373483414904,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
WCWUXEGQKLTGDX-LLVKDONJSA-N,CHEMBL377300,BRIVANIB,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,,22,2,20,8,1,1,3.0,1.0986122886681096,2.1972245773362196,0.6931471805599453,1.2965865928851505,0.75,0.3,0.206,0.0,0.563,0.059,0.0,0.263,0.126,0,0.0734,0.393,1.0,0.459,0.164,0.0,-1.81,-2.33,-1.3,-2.33,-1.3,3.518440000000002,0.379,0.137,0.0,0.251,0.277,0.5,0.337,0.11,0.0,0.735,0.0401,0.0,0.153,0.217,1.0,1.45,0.7737499999999999,0.6203899999999996,0.13941399999999995,0.39980092811427503,0.3281178888971337,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
ZQOBVMHBVWNVBG-UHFFFAOYSA-N,CHEMBL4130229,VODOBATINIB,Cc1ccc(C(=O)NNC(=O)c2c(C)cccc2Cl)cc1C#Cc1cnc2ccccc2c1,2.0,37,2,35,22,0,0,2.0,1.0986122886681096,3.1354942159291497,0.0,1.3782078284293395,0.5,0.411,0.179,0.0,0.156,0.217,1.0,0.0396,0.81,1,0.0174,0.666,1.0,0.0228,0.904,1.0,-4.85,-5.39,-4.3,-5.39,-4.3,4.979640000000003,0.902,0.0098,0.0,0.367,0.171,0.0,0.434,0.075,0.0,0.485,0.114,0.0,0.197,0.143,0.0,2.0,0.39375000000000004,0.25508999999999915,0.06488399999999993,0.4274846627486851,0.3280945633363823,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
YABJJWZLRMPFSI-UHFFFAOYSA-N,CHEMBL558752,RAF-265,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,1.0,48,2,46,23,0,0,1.0,1.0986122886681096,3.1780538303479458,0.0,1.3336660354266139,0.25,0.774,0.0286,0.0,0.591,0.0532,0.0,0.195,0.212,1,0.166,0.311,1.0,0.405,0.227,0.0,-6.49,-7.06,-5.92,-7.06,-5.92,6.931900000000003,0.703,0.0444,0.0,0.472,0.142,0.0,0.52,0.0571,0.0,0.82,0.0161,0.0,0.0916,0.24,1.0,1.3,0.18874999999999997,0.0,0.018875,0.41237728083505676,0.32410193870979825,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
DCRWIATZWHLIPN-UHFFFAOYSA-N,CHEMBL3545241,AC-430,Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,1.0,77,1,76,38,0,0,1.0,0.6931471805599453,3.6635616461296463,0.0,1.2830073496554941,0.25,0.29,0.23,0.5,0.899,0.0132,0.0,0.0932,0.491,1,0.309,0.168,0.0,0.21,0.476,1.0,-3.65,-4.2,-3.11,-4.2,-3.11,3.625720000000001,0.0313,0.785,1.0,0.0584,0.563,1.0,0.171,0.252,0.5,0.103,0.486,1.0,0.0247,0.389,1.0,1.5,0.54375,0.5935699999999997,0.11373199999999997,0.3951952129030369,0.31922573096758133,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
HQMNCQVAMBCHCO-DJRRULDNSA-N,CHEMBL464,ETRETINATE,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,4.0,27,3,24,6,0,0,4.0,1.3862943611198906,1.9459101490553132,0.0,1.2769202252765393,1.0,0.385,0.155,0.0,0.469,0.0655,0.0,0.194,0.238,1,0.341,0.162,0.0,0.0826,0.779,1.0,-4.64,-5.38,-3.9,-5.38,-3.9,5.645560000000007,0.15,0.375,1.0,0.0101,0.815,1.0,0.23,0.185,0.5,0.56,0.0834,0.0,0.154,0.19,1.0,1.05,0.42000000000000004,0.0886099999999983,0.05086099999999984,0.3931306235241809,0.3181651799955537,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
UQTPDWDAYHAZNT-AWEZNQCLSA-N,CHEMBL4303389,NS-018,C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1,1.0,77,1,76,38,0,0,1.0,0.6931471805599453,3.6635616461296463,0.0,1.2830073496554941,0.25,0.0182,0.744,1.0,0.766,0.0288,0.0,0.0893,0.595,1,0.849,0.0268,0.0,0.0831,0.765,1.0,-2.84,-3.44,-2.25,-3.44,-2.25,4.327900000000002,0.241,0.236,0.5,0.127,0.431,1.0,0.176,0.239,0.5,0.181,0.355,1.0,0.0653,0.274,1.0,1.5,0.645,0.4180249999999994,0.10630249999999995,0.3951952129030369,0.3181113059675813,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
UCJZOKGUEJUNIO-IINYFYTJSA-N,CHEMBL4650521,BATOPROTAFIB,C[C@@H]1OCC2(CCN(c3cnc(Sc4ccnc(N)c4Cl)c(N)n3)CC2)[C@@H]1N,1.0,50,1,49,49,0,0,1.0,0.6931471805599453,3.912023005428146,0.0,1.3491601865687195,0.25,0.445,0.128,0.0,0.165,0.228,1.0,0.241,0.126,0,0.0961,0.343,1.0,0.229,0.479,1.0,-4.42,-4.87,-3.98,-4.87,-3.98,2.1732000000000005,0.459,0.104,0.0,0.165,0.379,1.0,0.0758,0.41,1.0,0.752,0.037,0.0,0.785,0.0378,0.0,2.5999999999999996,0.4475,0.9566999999999999,0.14042,0.4176324814668981,0.31755060924686335,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
GPXBXXGIAQBQNI-UHFFFAOYSA-N,CHEMBL1229517,VEMURAFENIB,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,,33,1,32,16,1,1,4.0,0.6931471805599453,2.833213344056216,0.6931471805599453,1.3351670296088265,1.0,0.43,0.139,0.0,0.0445,0.652,1.0,0.129,0.396,1,0.825,0.031,0.0,0.104,0.829,1.0,-7.96,-8.5,-7.43,-8.5,-7.43,5.544200000000004,0.958,0.00345,0.0,0.32,0.231,0.5,0.125,0.346,1.0,0.091,0.534,1.0,0.239,0.153,0.0,1.75,0.0050000000000000044,0.11394999999999911,0.011894999999999913,0.41288637781638915,0.31336267114393074,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
ZXBFYBLSJMEBEP-UHFFFAOYSA-N,CHEMBL3545155,JI-101,COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,1.0,28,2,26,14,0,0,1.0,1.0986122886681096,2.70805020110221,0.0,1.208527569139937,0.25,0.342,0.171,0.0,0.409,0.0846,0.0,0.141,0.369,1,0.958,0.00731,0.0,0.627,0.0787,0.0,-5.17,-6.1,-4.23,-6.1,-4.23,5.081900000000004,0.206,0.278,0.5,0.268,0.295,0.5,0.0167,0.743,1.0,0.738,0.0387,0.0,0.576,0.0671,0.0,0.6,0.35375,0.2295249999999991,0.058327499999999914,0.3699336683347056,0.30969274308449973,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
JMGXJHWTVBGOKG-UHFFFAOYSA-N,CHEMBL403989,TG100-801,Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,2.0,28,2,26,14,0,0,2.0,1.0986122886681096,2.70805020110221,0.0,1.2595921143148638,0.5,0.984,0.00315,0.0,0.374,0.0885,0.0,0.0327,0.893,1,0.785,0.0362,0.0,0.42,0.206,0.0,-5.96,-7.39,-4.53,-7.39,-4.53,7.091020000000006,0.0936,0.534,1.0,0.232,0.305,0.5,0.0782,0.422,1.0,0.101,0.499,1.0,0.322,0.109,0.0,1.05,0.255,0.0,0.025500000000000002,0.3872533928944273,0.3093653839602632,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
HJFSVYUFOXAVAA-YUAYGMJFSA-N,CHEMBL4650283,FF-10101,CCCNc1nc(Nc2ccc(C#N)cc2)ncc1C#CCCCNC(=O)[C@H](C)N(C)C(=O)/C=C/CN(C)C,1.0,55,1,54,27,0,0,1.0,0.6931471805599453,3.332204510175204,0.0,1.1947835122076236,0.25,0.912,0.0111,0.0,0.812,0.0176,0.0,0.0894,0.49,1,0.0478,0.477,1.0,0.307,0.272,0.5,-1.19,-1.64,-0.74,-1.64,-0.74,3.126380000000001,0.752,0.0301,0.0,0.202,0.337,0.5,0.525,0.0471,0.0,0.538,0.0832,0.0,0.797,0.029,0.0,1.15,0.8512500000000001,0.7184049999999997,0.15696549999999998,0.3652720527345791,0.3081510698243922,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
OUKYUETWWIPKQR-UHFFFAOYSA-N,CHEMBL217092,SARACATINIB,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,,27,1,26,13,1,1,2.0,0.6931471805599453,2.639057329615259,0.6931471805599453,1.1811512083807987,0.5,0.476,0.124,0.0,0.798,0.0219,0.0,0.149,0.499,1,0.54,0.0916,0.0,0.12,0.767,1.0,-3.95,-4.99,-2.91,-4.99,-2.91,3.9395000000000016,0.241,0.242,0.5,0.0593,0.596,1.0,0.186,0.207,0.5,0.767,0.0381,0.0,0.158,0.215,1.0,0.8999999999999999,0.50625,0.5151249999999996,0.10213749999999995,0.360648340791464,0.3016217146727444,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
YRCHYHRCBXNYNU-UHFFFAOYSA-N,CHEMBL3989914,GLESATINIB,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1,2.0,22,2,20,8,0,0,2.0,1.0986122886681096,2.1972245773362196,0.0,1.1178380037198015,0.5,0.891,0.0102,0.0,0.941,0.0102,0.0,0.22,0.205,0.5,0.982,0.00336,0.0,0.0895,0.759,1.0,-4.98,-5.43,-4.54,-5.43,-4.54,6.220500000000005,0.46,0.099,0.0,0.947,0.0133,0.0,0.328,0.124,0.0,0.509,0.09,0.0,0.472,0.0885,0.0,0.0,0.37749999999999995,0.0,0.03775,0.33917419935016935,0.2939605694476439,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
IUVCFHHAEHNCFT-INIZCTEOSA-N,CHEMBL3989869,UMBRALISIB TOSYLATE,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,,54,1,52,13,1,1,4.0,0.6931471805599453,2.639057329615259,0.6931471805599453,1.2769202252765393,1.0,0.558,0.0863,0.0,0.113,0.316,1.0,0.136,0.371,1,0.79,0.0385,0.0,0.255,0.442,0.5,-6.9,-7.35,-6.46,-7.35,-6.46,6.662700000000005,0.147,0.394,1.0,0.818,0.0414,0.0,0.306,0.13,0.0,0.147,0.409,1.0,0.149,0.196,1.0,1.9000000000000001,0.13749999999999996,0.0,0.013749999999999997,0.3931306235241809,0.29347352999555376,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
CUDVHEFYRIWYQD-UHFFFAOYSA-N,CHEMBL2220486,LUCITANIB,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,2.0,22,2,20,8,0,0,2.0,1.0986122886681096,2.1972245773362196,0.0,1.1178380037198015,0.5,0.242,0.277,0.5,0.323,0.12,0.0,0.168,0.25,1,0.934,0.0132,0.0,0.0616,0.868,1.0,-4.83,-5.45,-4.2,-5.45,-4.2,4.418600000000003,0.511,0.0901,0.0,0.669,0.0841,0.0,0.379,0.0975,0.0,0.703,0.0479,0.0,0.184,0.171,0.5,0.3,0.39625,0.3953499999999992,0.07915999999999992,0.33917419935016935,0.2934220694476439,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
YYACLQUDUDXAPA-MRXNPFEDSA-N,CHEMBL4303729,PLIXORAFENIB,O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12,2.0,33,1,32,16,0,0,2.0,0.6931471805599453,2.833213344056216,0.0,1.1067972739845746,0.5,0.515,0.093,0.0,0.298,0.125,0.0,0.166,0.306,1,0.975,0.00513,0.0,0.231,0.455,1.0,-6.71,-7.13,-6.29,-7.13,-6.29,4.107000000000003,0.984,0.00139,0.0,0.686,0.0874,0.0,0.554,0.0559,0.0,0.222,0.285,0.5,0.269,0.163,0.0,0.15,0.16125,0.4732499999999993,0.06344999999999994,0.33542947985257254,0.29125755787468666,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
JLRIJKVMMZEKDF-UHFFFAOYSA-N,CHEMBL4790100,AKN-028,Nc1ncc(-c2ccncc2)nc1Nc1ccc2[nH]ccc2c1,1.0,55,1,54,27,0,0,1.0,0.6931471805599453,3.332204510175204,0.0,1.1947835122076236,0.25,0.0351,0.694,1.0,0.8,0.0264,0.0,0.197,0.258,1,0.407,0.145,0.0,0.481,0.145,0.0,-2.72,-3.53,-1.91,-3.53,-1.91,3.345700000000001,0.0535,0.649,1.0,0.112,0.445,1.0,0.152,0.262,1.0,0.136,0.426,1.0,0.146,0.213,1.0,1.8,0.6599999999999999,0.6635749999999998,0.1323575,0.3652720527345791,0.2898348698243922,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
BRKWREZNORONDU-UHFFFAOYSA-N,CHEMBL5095033,IBCASERTIB,COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1,,22,2,20,8,1,1,3.0,1.0986122886681096,2.1972245773362196,0.6931471805599453,1.2965865928851505,0.75,0.668,0.0593,0.0,0.0857,0.413,1.0,0.0841,0.603,1,0.966,0.00666,0.0,0.176,0.62,1.0,-6.91,-7.63,-6.2,-7.63,-6.2,6.023400000000004,0.127,0.394,1.0,0.11,0.45,1.0,0.12,0.303,1.0,0.181,0.356,1.0,0.0723,0.289,1.0,2.5,0.13624999999999998,0.0,0.013624999999999998,0.39980092811427503,0.28562453889713374,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
QCZAWDGAVJMPTA-RNFRBKRXSA-N,CHEMBL4279047,VORASIDENIB,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F,3.0,20,2,18,10,0,0,3.0,1.0986122886681096,2.3978952727983707,0.0,1.2210994239420572,0.75,0.0992,0.488,1.0,0.51,0.0617,0.0,0.24,0.12,0,0.179,0.252,1.0,0.383,0.235,0.0,-4.52,-5.17,-3.87,-5.17,-3.87,4.312400000000001,0.213,0.271,0.5,0.47,0.16,0.0,0.114,0.359,1.0,0.0324,0.704,1.0,0.427,0.12,0.0,2.05,0.43500000000000005,0.4218999999999997,0.08568999999999999,0.3741977044018367,0.2847965487415612,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
KTEIFNKAUNYNJU-GFCCVEGCSA-N,CHEMBL601719,CRIZOTINIB,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,4.0,11,1,10,10,0,0,4.0,0.6931471805599453,2.3978952727983707,0.0,1.0659421721194837,1.0,0.683,0.0449,0.0,0.632,0.0441,0.0,0.146,0.351,1,0.726,0.0521,0.0,0.382,0.227,0.0,-3.95,-4.45,-3.46,-4.45,-3.46,5.037700000000004,0.95,0.00503,0.0,0.626,0.0933,0.0,0.258,0.143,0.0,0.47,0.0995,0.0,0.38,0.129,0.0,0.0,0.50625,0.2405749999999991,0.07468249999999992,0.3215725247237489,0.2845390210151866,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,NAVITOCLAX,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,,17,1,16,8,1,1,3.0,0.6931471805599453,2.1972245773362196,0.6931471805599453,1.1014565096080964,0.75,0.499,0.098,0.0,0.887,0.0102,0.0,0.106,0.479,1,0.846,0.0243,0.0,0.967,0.00143,0.0,-9.67,-10.3,-9.05,-10.3,-9.05,8.833200000000007,0.862,0.0144,0.0,0.857,0.0158,0.0,0.8,0.0122,0.0,0.836,0.0237,0.0,0.875,0.0132,0.0,0.0,0.0,0.0,0.0,0.33361803577484495,0.2835753304086182,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
RFTSSZJZXOSICM-GRSHGNNSSA-N,CHEMBL2107358,OBATOCLAX MESYLATE,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C,,34,1,32,8,1,1,3.0,0.6931471805599453,2.1972245773362196,0.6931471805599453,1.1014565096080964,0.75,0.617,0.0688,0.0,0.26,0.149,0.0,0.274,0.123,0,0.649,0.0642,0.0,0.216,0.498,1.0,-3.14,-3.81,-2.47,-3.81,-2.47,4.486940000000003,0.035,0.758,1.0,0.049,0.605,1.0,0.0401,0.579,1.0,0.657,0.0606,0.0,0.295,0.154,0.0,0.8999999999999999,0.6074999999999999,0.3782649999999992,0.09857649999999991,0.33361803577484495,0.2781118054086182,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
MUTNCGKQJGXKEM-UHFFFAOYSA-N,CHEMBL25202,TAMIBAROTENE,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,3.0,20,2,18,6,0,0,3.0,1.0986122886681096,1.9459101490553132,0.0,1.0905887194612494,0.75,0.969,0.00485,0.0,0.695,0.0366,0.0,0.442,0.0604,0,0.312,0.184,0.0,0.88,0.0213,0.0,-6.26,-7.35,-5.17,-7.35,-5.17,4.986100000000004,0.933,0.00748,0.0,0.349,0.21,0.5,0.687,0.0299,0.0,0.513,0.0969,0.0,0.161,0.226,1.0,0.44999999999999996,0.21750000000000003,0.253474999999999,0.0470974999999999,0.3299319727486991,0.2773818018363942,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
CSGQVNMSRKWUSH-IAGOWNOFSA-N,CHEMBL3545396,BMS-690514,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,2.0,22,2,20,8,0,0,2.0,1.0986122886681096,2.1972245773362196,0.0,1.1178380037198015,0.5,0.405,0.14,0.0,0.71,0.044,0.0,0.303,0.104,0,0.101,0.348,1.0,0.36,0.288,0.5,-1.75,-2.24,-1.25,-2.24,-1.25,1.3753999999999995,0.486,0.0941,0.0,0.268,0.286,0.5,0.398,0.0885,0.0,0.308,0.215,0.5,0.136,0.223,1.0,1.5999999999999999,0.78125,0.8438499999999999,0.16251,0.33917419935016935,0.2766745694476439,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
GBLBJPZSROAGMF-RWYJCYHVSA-N,CHEMBL4582651,PRALSETINIB,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,,11,1,10,5,1,1,4.0,0.6931471805599453,1.791759469228055,0.6931471805599453,1.022730867160378,1.0,0.522,0.106,0.0,0.519,0.051,0.0,0.19,0.242,1,0.862,0.0232,0.0,0.0808,0.755,1.0,-3.59,-4.02,-3.16,-4.02,-3.16,4.200140000000003,0.694,0.044,0.0,0.375,0.198,0.0,0.45,0.0706,0.0,0.361,0.182,0.0,0.172,0.17,0.0,0.0,0.55125,0.4499649999999993,0.10012149999999993,0.3069164086809231,0.27589717237878464,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
AEULIVPVIDOLIN-UHFFFAOYSA-N,CHEMBL2010872,CEP-11981,CC(C)Cn1c2ccc(Nc3ncccn3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,2.0,22,2,20,8,0,0,2.0,1.0986122886681096,2.1972245773362196,0.0,1.1178380037198015,0.5,0.44,0.127,0.0,0.216,0.187,0.0,0.166,0.28,1,0.734,0.0491,0.0,0.145,0.615,1.0,-5.12,-5.96,-4.28,-5.96,-4.28,4.726600000000004,0.177,0.313,1.0,0.109,0.42,1.0,0.188,0.24,0.5,0.353,0.165,0.0,0.164,0.19,1.0,1.05,0.36,0.318349999999999,0.06783499999999991,0.33917419935016935,0.2748483194476439,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
NSQSAUGJQHDYNO-UHFFFAOYSA-N,CHEMBL3414621,TAZEMETOSTAT,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,4.0,18,1,16,8,0,0,4.0,0.6931471805599453,2.1972245773362196,0.0,1.0057409634808385,1.0,0.738,0.0479,0.0,0.945,0.00838,0.0,0.0791,0.715,1,0.788,0.0369,0.0,0.745,0.0259,0.0,-2.78,-3.27,-2.29,-3.27,-2.29,4.734660000000003,0.83,0.0174,0.0,0.781,0.0477,0.0,0.334,0.105,0.0,0.952,0.00502,0.0,0.917,0.0119,0.0,0.0,0.6525000000000001,0.31633499999999914,0.09688349999999993,0.30115388889311717,0.27051333055914956,30.0,"[30.0, 10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258]"
